24,92.4
24,78.4
24,71.5142857143
24,61.5428571429
23,52.8571428571
24,41.1142857143
24,40.9142857143
25,40.1714285714
23,39.4285714286
25,30.5428571429
26,29.9142857143
24,28.8285714286
26,28.7142857143
26,28.0857142857
23,27.4571428571
23,27.4
26,27.0857142857
26,25.7428571429
27,24.9142857143
24,22.5428571429
25,22.3714285714
24,21.3714285714
27,21.3142857143
24,20.6857142857
26,20.6857142857
25,20.5714285714
25,20.4571428571
25,20.3714285714
24,19.6857142857
22,19.6857142857
23,19.2857142857
25,19.0
24,18.6857142857
23,18.4857142857
23,17.8857142857
25,17.4571428571
24,16.7428571429
25,16.6
24,16.5142857143
28,16.3142857143
23,16.0571428571
23,16.0571428571
23,15.8285714286
23,15.7428571429
26,15.7142857143
27,15.7142857143
28,15.6571428571
23,15.0
26,14.9142857143
24,14.8285714286
26,14.7714285714
25,14.7142857143
25,14.6285714286
22,14.4285714286
24,14.0285714286
24,13.9714285714
24,13.9428571429
26,13.7428571429
24,13.7142857143
23,13.5142857143
26,13.4857142857
27,13.3142857143
24,13.1714285714
24,12.8
32,12.7142857143
23,12.3714285714
23,12.3142857143
23,12.1714285714
26,12.1428571429
26,11.9714285714
23,11.9428571429
23,11.8285714286
26,11.6
23,11.1714285714
24,11.1142857143
26,10.8857142857
23,10.8571428571
24,10.8
23,10.6857142857
24,10.6285714286
24,10.5142857143
26,10.4857142857
25,10.3714285714
28,10.3142857143
24,10.2857142857
22,10.2
23,10.0857142857
23,10.0857142857
26,10.0
24,9.85714285714
25,9.74285714286
24,9.62857142857
27,9.57142857143
23,9.51428571429
28,9.37142857143
23,9.34285714286
23,9.31428571429
26,9.05714285714
24,9.0
26,9.0
25,8.97142857143
20,8.8
25,8.74285714286
23,8.74285714286
22,8.71428571429
24,8.68571428571
23,8.62857142857
25,8.57142857143
23,8.48571428571
23,8.42857142857
24,8.4
24,8.37142857143
25,8.37142857143
23,8.34285714286
27,8.28571428571
25,8.22857142857
23,8.22857142857
24,8.11428571429
25,8.08571428571
24,8.08571428571
25,7.85714285714
23,7.82857142857
24,7.77142857143
24,7.74285714286
23,7.6
25,7.45714285714
26,7.42857142857
25,7.42857142857
25,7.4
23,7.2
24,7.05714285714
24,7.05714285714
25,7.02857142857
23,7.0
25,6.97142857143
25,6.94285714286
25,6.94285714286
22,6.91428571429
27,6.88571428571
28,6.85714285714
25,6.85714285714
20,6.82857142857
24,6.8
24,6.8
24,6.77142857143
25,6.77142857143
24,6.77142857143
23,6.74285714286
25,6.68571428571
29,6.68571428571
28,6.65714285714
26,6.6
23,6.57142857143
23,6.54285714286
24,6.48571428571
26,6.48571428571
27,6.45714285714
26,6.42857142857
24,6.4
25,6.17142857143
23,6.17142857143
24,6.08571428571
24,6.08571428571
23,6.05714285714
23,6.02857142857
30,6.02857142857
24,6.0
24,6.0
23,5.97142857143
24,5.94285714286
27,5.94285714286
23,5.94285714286
30,5.91428571429
28,5.82857142857
26,5.8
22,5.77142857143
26,5.74285714286
24,5.71428571429
20,5.71428571429
24,5.68571428571
24,5.65714285714
22,5.65714285714
24,5.6
27,5.57142857143
24,5.54285714286
25,5.54285714286
24,5.51428571429
24,5.51428571429
23,5.48571428571
23,5.42857142857
26,5.42857142857
25,5.4
23,5.4
28,5.37142857143
25,5.37142857143
24,5.34285714286
25,5.31428571429
26,5.31428571429
23,5.28571428571
24,5.28571428571
24,5.25714285714
25,5.2
22,5.2
24,5.17142857143
24,5.14285714286
25,5.14285714286
24,5.11428571429
24,5.11428571429
24,5.08571428571
25,5.05714285714
24,5.05714285714
